roc_auc,pr_auc,f1,brier,ece,n_samples,pos_rate,reliability_slope,reliability_intercept,fold,variant,subset,n
0.5549151580793235,0.5639221393793027,0.5803432137285491,0.24772524660282438,0.015047963102649307,557,0.5044883489608765,2.6150309747499776,-0.8108164660540665,3,lr_M1_numeric,filing_days,557
0.4809486412592346,0.4803416257055345,0.657623232709209,0.2501534130839329,0.01598343201629393,3513,0.48989468812942505,,,3,gb_M2_num_tok,all_days,3513
0.4864033730465729,0.5065639375399216,0.6706443914081146,0.24998179043302582,0.001389740694140773,557,0.5044883489608765,,,3,gb_M2_num_tok,filing_days,557
0.5106827685315847,0.4977035961095184,0.5929389759176993,0.25034714740973124,0.01811711414970024,3513,0.48989468812942505,0.8871016606855986,0.03975430300548083,3,lr_M2_num_tok,all_days,3513
0.5262391046469648,0.523432760879261,0.6180257510729614,0.24982414077259268,0.009254430228841218,557,0.5044883489608765,2.0654199482102027,-0.5449719387252228,3,lr_M2_num_tok,filing_days,557
0.5204612014401926,0.5023936657445572,0.6537191687706351,0.24999001133644952,0.015795351386332143,3513,0.48989468812942505,1.1477229257903439,-0.09049736004138709,3,gb_M3_text_only,all_days,3513
0.5406158130898964,0.5232271777841009,0.643979057591623,0.24966604377253224,0.003929631189790951,557,0.5044883489608765,0.7968398699486003,0.1005443965062337,3,gb_M3_text_only,filing_days,557
0.4915725582613929,0.48327926315619074,0.6172319359595534,0.2502856762353742,0.024036313187771517,3513,0.48989468812942505,-3.966784926935631,2.496965948477999,3,lr_M3_text_only,all_days,3513
0.46731394089432154,0.47469437499240374,0.6568265682656826,0.2506702511796975,0.014650336605202992,557,0.5044883489608765,-3.3937912601461933,2.2471860245864526,3,lr_M3_text_only,filing_days,557
0.5156890395430397,0.5016148997035986,0.6022086995717827,0.25008618646321573,0.01665185535521969,3513,0.48989468812942505,0.5796811736353866,0.19625918818088178,3,gb_M4a_cat_early,all_days,3513
0.5102313167259788,0.515558954585683,0.5959885386819485,0.25021737190534743,0.01562499041876645,557,0.5044883489608765,-1.4073711923806846,1.2174860296880476,3,gb_M4a_cat_early,filing_days,557
0.5097596263592596,0.49671810985962817,0.5856801909307876,0.25090594477073414,0.020268951163092186,3513,0.48989468812942505,-0.5189917983209514,0.7455074266285386,3,lr_M4a_cat_early,all_days,3513
0.5273995564495332,0.5217680530206975,0.6,0.25316300535450076,0.034263735505121434,557,0.5044883489608765,-0.33784501006662765,0.6578254923113288,3,lr_M4a_cat_early,filing_days,557
0.49447346849838136,0.4877876681154172,0.6513246954167472,0.25166232671260175,0.02196292005734607,3513,0.48989468812942505,-1.5551891723590818,1.204227520096775,3,gb_M4_cat_text_only,all_days,3513
